"txt","val"
"Fighting, which began in 1998, continues despite a shaky cease-fire.",0
"Martyrs were falling on a daily basis and an immediate ceasefire was needed now to restore the loss of confidence and to establish a national dialogue with all members of Syrian society.",0
"France has now deployed 3,900 soldiers, who also have a UN mandate to police a ceasefire between government and rebel forces.",0
"Great Lakes leaders warned then that the Burundi government and the rebels risked sanctions if they did not begin implementation of the agreement, which called for the declaration of a ceasefire within a month.",0
"(BEGIN VIDEOTAPE) NIC ROBERTSON, CNN CORRESPONDENT (voice-over): With the effects of conflict here becoming part of daily life, no water in this town because rebels controlling the dam refuse to allow engineers to fix it, NATO Secretary-General George Robertson's visit will raise hopes the current cease-fire, now turning into a stalemate, can be parlayed into something better.",0
"Amani Kabasha, a rebel spokesman, said by telephone that they had declared the ceasefire in order to not disturb Ban's visit to Goma, the capital of the mineral-rich North-Kivu.",0
"Nicaragua said on Wednesday it was extending for another month an 11-month-old ceasefire in its war against U.S.-backed Contra rebels.",1
"The West African peacekeepers has been progressively taking over from French troops along the ceasefire line between loyalist and rebel forces in central and eastern Cote d'Ivoire.",0
"The government-owned Sunday Vision newspaper said three people believed to be supporters of Museveni were killed last Tuesday in the north by the LRA, which declared a ceasefire for the election and has told northerners to vote for Ssemogerere.",1
"Wamba said the rebels were still ready to negotiate a ceasefire with Kabila, but ""officially he doesn't seem to be responding"".",0
"Both sides reaffirmed the truce in a second round of talks last week, despite rebel claims that the government had already broken it.",1
"MJP chief Gaspard Deli also pledged to honour the truce adding that he too was sure that ""peace will return shortly.""",0
"Still, it remains to be seen how long the truce will last.",0
"Nevertheless, the ability of the truce to endure remains somewhat unclear.",0
"They were deployed in 2003 to oversee a ceasefire between the rebels, who held the north of the former French colony following an attempted 2002 coup against President Laurent Gbagbo, and the government troops who held the south.",0
"The meeting is aimed at working towards a cease-fire agreement in Burundi.",0
"Nicaraguan rebels will observe their own cease-fire until February, when the Sandinista government in Nicaragua is scheduled to hold general elections, a source in the Contras' directorate said Monday"".",1
"Since then, most belligerents have pulled back from the front lines and U.N. observers have been monitoring the cease-fire.",0
"""It is possible that a statement may be issued by (Ugandan) President (Yoweri) Museveni...in which he calls for a ceasefire on the part of the forces that are aiming to overthrow Mr Kabila,"" he said.",0
"Mexico, which joins the United Nations Security Council this month as one of its 10 rotating non-permanent members, ""reiterates to the parties in conflict its appeal for an end to hostilities, an immediate ceasefire,"" the foreign ministry said.",0
"But fighting continued intermittently until the sides agreed on another cease-fire in mid-October and to resume the peace talks mediated by Kenya and other members of the East African grouping IGAD, the Intergovernmental Authority on Development.",0
"The deal calls for partial withdrawal of all foreign forces within 30 days from the signing of the document with full withdrawal to be completed when a final ceasefire is sealed.",0
"It was said during the meeting that we would discuss the text of the cease-fire, then the implementation details, then we would start on the negotiations' agenda which we had handed in.",0
"Representatives of the rebel National Liberation Force agreed to the conditional cease-fire in talks that began last week with Tanzanian officials.",1
"Pre-ceasefire negotiations - including humanitarian-access and human rights agreements - to address sexual violence; 2.",0
"There has to be a cease-fire.",0
"In a document dated yesterday, the Burundi Episcopal conference called for a cease-fire.",0
"Nearly 4,000 French and 1,400 West African troops are currently monitoring the cease-fire.",0
